index,zinnen,woorden
187,de faunabeheereenheid brengt jaarlijks verslag uit van de uitvoering van het faunabeheerplan aan gedeputeerde staten van de provincie waarin de faunabeheereenheid werkzaam is.,"['de', ' ', 'faunabeheereenheid', ' ', 'brengt', ' ', 'jaarlijks', ' ', 'verslag', ' ', 'uit', ' ', 'van', ' ', 'de', ' ', 'uitvoering', ' ', 'van', ' ', 'het', ' ', 'faunabeheerplan', ' ', 'aan', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincie', ' ', 'waarin', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'werkzaam', ' ', 'is', '.']"
188,provinciale staten stellen bij verordening regels waaraan in hun provincie werkzame faunabeheereenheden en de door de faunabeheereenheid vastgestelde faunabeheerplannen voldoen. deze regels kunnen in elk geval betrekking hebben op:,"['provinciale', ' ', 'staten', ' ', 'stellen', ' ', 'bij', ' ', 'verordening', ' ', 'regels', ' ', 'waaraan', ' ', 'in', ' ', 'hun', ' ', 'provincie', ' ', 'werkzame', ' ', 'faunabeheereenheden', ' ', 'en', ' ', 'de', ' ', 'door', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'vastgestelde', ' ', 'faunabeheerplannen', ' ', 'voldoen', '. ', 'deze', ' ', 'regels', ' ', 'kunnen', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'betrekking', ' ', 'hebben', ' ', 'op', ':']"
189,het eerste lid is niet van toepassing op het beheer van populaties van exoten of verwilderde dieren en op de bestrijding van schadeveroorzakende exoten of verwilderde dieren.,"['het', ' ', 'eerste', ' ', 'lid', ' ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'op', ' ', 'het', ' ', 'beheer', ' ', 'van', ' ', 'populaties', ' ', 'van', ' ', 'exoten', ' ', 'of', ' ', 'verwilderde', ' ', 'dieren', ' ', 'en', ' ', 'op', ' ', 'de', ' ', 'bestrijding', ' ', 'van', ' ', 'schadeveroorzakende', ' ', 'exoten', ' ', 'of', ' ', 'verwilderde', ' ', 'dieren', '.']"
190,"jachtaktehouders verstrekken aan de desbetreffende faunabeheereenheden gegevens over de aantallen dieren, onderscheiden naar soort, die zij hebben gedood.","['jachtaktehouders', ' ', 'verstrekken', ' ', 'aan', ' ', 'de', ' ', 'desbetreffende', ' ', 'faunabeheereenheden', ' ', 'gegevens', ' ', 'over', ' ', 'de', ' ', 'aantallen', ' ', 'dieren', ', ', 'onderscheiden', ' ', 'naar', ' ', 'soort', ', ', 'die', ' ', 'zij', ' ', 'hebben', ' ', 'gedood', '.']"
191,"de faunabeheereenheden dragen er zorg voor dat een overzicht dat is samengesteld op basis van gegevens als bedoeld in het eerste lid en gegevens uit het verslag, bedoeld in ","['de', ' ', 'faunabeheereenheden', ' ', 'dragen', ' ', 'er', ' ', 'zorg', ' ', 'voor', ' ', 'dat', ' ', 'een', ' ', 'overzicht', ' ', 'dat', ' ', 'is', ' ', 'samengesteld', ' ', 'op', ' ', 'basis', ' ', 'van', ' ', 'gegevens', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'en', ' ', 'gegevens', ' ', 'uit', ' ', 'het', ' ', 'verslag', ', ', 'bedoeld', ' ', 'in', ' ']"
192,"jachthouders met een jachtakte organiseren zich met anderen in een wildbeheereenheid, die de rechtsvorm van een vereniging heeft, ter uitvoering van het door de faunabeheereenheid vastgestelde faunabeheerplan en om te bevorderen dat een duurzaam beheer van populaties van in het wild levende dieren, bestrijding van schadeveroorzakende dieren en jacht worden uitgevoerd in samenwerking met en ten dienste van grondgebruikers of terreinbeheerders. ook grondgebruikers en terreinbeheerders kunnen lid worden van de vereniging.","['jachthouders', ' ', 'met', ' ', 'een', ' ', 'jachtakte', ' ', 'organiseren', ' ', 'zich', ' ', 'met', ' ', 'anderen', ' ', 'in', ' ', 'een', ' ', 'wildbeheereenheid', ', ', 'die', ' ', 'de', ' ', 'rechtsvorm', ' ', 'van', ' ', 'een', ' ', 'vereniging', ' ', 'heeft', ', ', 'ter', ' ', 'uitvoering', ' ', 'van', ' ', 'het', ' ', 'door', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'vastgestelde', ' ', 'faunabeheerplan', ' ', 'en', ' ', 'om', ' ', 'te', ' ', 'bevorderen', ' ', 'dat', ' ', 'een', ' ', 'duurzaam', ' ', 'beheer', ' ', 'van', ' ', 'populaties', ' ', 'van', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ', ', 'bestrijding', ' ', 'van', ' ', 'schadeveroorzakende', ' ', 'dieren', ' ', 'en', ' ', 'jacht', ' ', 'worden', ' ', 'uitgevoerd', ' ', 'in', ' ', 'samenwerking', ' ', 'met', ' ', 'en', ' ', 'ten', ' ', 'dienste', ' ', 'van', ' ', 'grondgebruikers', ' ', 'of', ' ', 'terreinbeheerders', '. ', 'ook', ' ', 'grondgebruikers', ' ', 'en', ' ', 'terreinbeheerders', ' ', 'kunnen', ' ', 'lid', ' ', 'worden', ' ', 'van', ' ', 'de', ' ', 'vereniging', '.']"
193,provinciale staten stellen bij verordening regels waaraan in hun provincie werkzame wildbeheereenheden als bedoeld in het eerste lid voldoen. deze regels hebben in elk geval betrekking op:,"['provinciale', ' ', 'staten', ' ', 'stellen', ' ', 'bij', ' ', 'verordening', ' ', 'regels', ' ', 'waaraan', ' ', 'in', ' ', 'hun', ' ', 'provincie', ' ', 'werkzame', ' ', 'wildbeheereenheden', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'voldoen', '. ', 'deze', ' ', 'regels', ' ', 'hebben', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'betrekking', ' ', 'op', ':']"
194,bij algemene maatregel van bestuur kunnen vogels als bedoeld in ,"['bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kunnen', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
195,in zoverre in afwijking van de ,"['in', ' ', 'zoverre', ' ', 'in', ' ', 'afwijking', ' ', 'van', ' ', 'de', ' ']"
196,provinciale staten kunnen bij verordening vogels als bedoeld in ,"['provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'bij', ' ', 'verordening', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
197,provinciale staten verlenen bij verordening een vrijstelling als bedoeld in ,"['provinciale', ' ', 'staten', ' ', 'verlenen', ' ', 'bij', ' ', 'verordening', ' ', 'een', ' ', 'vrijstelling', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
198,"de vrijstelling, bedoeld in het tweede en vierde lid, wordt verleend voor handelingen op door de grondgebruiker gebruikte gronden, dan wel in of aan door hem gebruikte opstallen, ter voorkoming van in het lopende of daarop volgende jaar dreigende schade op deze gronden, in of aan deze opstallen, of in het omringende gebied.","['de', ' ', 'vrijstelling', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'en', ' ', 'vierde', ' ', 'lid', ', ', 'wordt', ' ', 'verleend', ' ', 'voor', ' ', 'handelingen', ' ', 'op', ' ', 'door', ' ', 'de', ' ', 'grondgebruiker', ' ', 'gebruikte', ' ', 'gronden', ', ', 'dan', ' ', 'wel', ' ', 'in', ' ', 'of', ' ', 'aan', ' ', 'door', ' ', 'hem', ' ', 'gebruikte', ' ', 'opstallen', ', ', 'ter', ' ', 'voorkoming', ' ', 'van', ' ', 'in', ' ', 'het', ' ', 'lopende', ' ', 'of', ' ', 'daarop', ' ', 'volgende', ' ', 'jaar', ' ', 'dreigende', ' ', 'schade', ' ', 'op', ' ', 'deze', ' ', 'gronden', ', ', 'in', ' ', 'of', ' ', 'aan', ' ', 'deze', ' ', 'opstallen', ', ', 'of', ' ', 'in', ' ', 'het', ' ', 'omringende', ' ', 'gebied', '.']"
199,"de schade, bedoeld in het tweede tot en met vijfde lid, heeft uitsluitend betrekking op:","['de', ' ', 'schade', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'tot', ' ', 'en', ' ', 'met', ' ', 'vijfde', ' ', 'lid', ', ', 'heeft', ' ', 'uitsluitend', ' ', 'betrekking', ' ', 'op', ':']"
200,de grondgebruiker kan bij schriftelijke en gedagtekende toestemming de hem ingevolge het tweede tot en met vijfde lid toegestane handelingen door een wildbeheereenheid of anderen doen uitoefenen.,"['de', ' ', 'grondgebruiker', ' ', 'kan', ' ', 'bij', ' ', 'schriftelijke', ' ', 'en', ' ', 'gedagtekende', ' ', 'toestemming', ' ', 'de', ' ', 'hem', ' ', 'ingevolge', ' ', 'het', ' ', 'tweede', ' ', 'tot', ' ', 'en', ' ', 'met', ' ', 'vijfde', ' ', 'lid', ' ', 'toegestane', ' ', 'handelingen', ' ', 'door', ' ', 'een', ' ', 'wildbeheereenheid', ' ', 'of', ' ', 'anderen', ' ', 'doen', ' ', 'uitoefenen', '.']"
201,"alvorens ons een voordracht tot vaststelling, wijziging of intrekking van een algemene maatregel van bestuur als bedoeld in het eerste lid te doen, overlegt onze minister met de gedeputeerde staten van de provincies over het ontwerp daarvan.","['alvorens', ' ', 'ons', ' ', 'een', ' ', 'voordracht', ' ', 'tot', ' ', 'vaststelling', ', ', 'wijziging', ' ', 'of', ' ', 'intrekking', ' ', 'van', ' ', 'een', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'te', ' ', 'doen', ', ', 'overlegt', ' ', 'onze', ' ', 'minister', ' ', 'met', ' ', 'de', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincies', ' ', 'over', ' ', 'het', ' ', 'ontwerp', ' ', 'daarvan', '.']"
202,bij algemene maatregel van bestuur kunnen vogels als bedoeld in ,"['bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kunnen', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
203,in zoverre in afwijking van de ,"['in', ' ', 'zoverre', ' ', 'in', ' ', 'afwijking', ' ', 'van', ' ', 'de', ' ']"
204,provinciale staten kunnen bij verordening vogels als bedoeld in ,"['provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'bij', ' ', 'verordening', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
205,provinciale staten kunnen bij verordening een vrijstelling als bedoeld in ,"['provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'bij', ' ', 'verordening', ' ', 'een', ' ', 'vrijstelling', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
206,"de bestrijding van de overlast, bedoeld in het tweede en vierde lid, vindt uitsluitend plaats:","['de', ' ', 'bestrijding', ' ', 'van', ' ', 'de', ' ', 'overlast', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'en', ' ', 'vierde', ' ', 'lid', ', ', 'vindt', ' ', 'uitsluitend', ' ', 'plaats', ':']"
207,ten behoeve van de beperking van de omvang van een populatie van vogels als bedoeld in ,"['ten', ' ', 'behoeve', ' ', 'van', ' ', 'de', ' ', 'beperking', ' ', 'van', ' ', 'de', ' ', 'omvang', ' ', 'van', ' ', 'een', ' ', 'populatie', ' ', 'van', ' ', 'vogels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ']"
208,"een ontheffing als bedoeld in het eerste lid wordt verleend aan een faunabeheereenheid, die handelt overeenkomstig het daartoe vastgestelde en goedgekeurde faunabeheerplan.","['een', ' ', 'ontheffing', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'wordt', ' ', 'verleend', ' ', 'aan', ' ', 'een', ' ', 'faunabeheereenheid', ', ', 'die', ' ', 'handelt', ' ', 'overeenkomstig', ' ', 'het', ' ', 'daartoe', ' ', 'vastgestelde', ' ', 'en', ' ', 'goedgekeurde', ' ', 'faunabeheerplan', '.']"
209,de faunabeheereenheid kan bij schriftelijke en gedagtekende toestemming de haar ingevolge het eerste en tweede lid toegestane handelingen door een wildbeheereenheid of anderen doen uitoefenen.,"['de', ' ', 'faunabeheereenheid', ' ', 'kan', ' ', 'bij', ' ', 'schriftelijke', ' ', 'en', ' ', 'gedagtekende', ' ', 'toestemming', ' ', 'de', ' ', 'haar', ' ', 'ingevolge', ' ', 'het', ' ', 'eerste', ' ', 'en', ' ', 'tweede', ' ', 'lid', ' ', 'toegestane', ' ', 'handelingen', ' ', 'door', ' ', 'een', ' ', 'wildbeheereenheid', ' ', 'of', ' ', 'anderen', ' ', 'doen', ' ', 'uitoefenen', '.']"
210,"in afwijking van het tweede lid kan een ontheffing ook aan een wildbeheereenheid of aan anderen dan een faunabeheereenheid worden verleend, indien de noodzaak ontbreekt voor verrichting van de handelingen door tussenkomst van een faunabeheereenheid.","['in', ' ', 'afwijking', ' ', 'van', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'kan', ' ', 'een', ' ', 'ontheffing', ' ', 'ook', ' ', 'aan', ' ', 'een', ' ', 'wildbeheereenheid', ' ', 'of', ' ', 'aan', ' ', 'anderen', ' ', 'dan', ' ', 'een', ' ', 'faunabeheereenheid', ' ', 'worden', ' ', 'verleend', ', ', 'indien', ' ', 'de', ' ', 'noodzaak', ' ', 'ontbreekt', ' ', 'voor', ' ', 'verrichting', ' ', 'van', ' ', 'de', ' ', 'handelingen', ' ', 'door', ' ', 'tussenkomst', ' ', 'van', ' ', 'een', ' ', 'faunabeheereenheid', '.']"
211,in afwijking van ,"['in', ' ', 'afwijking', ' ', 'van', ' ']"
212,"gedeputeerde staten kunnen aan faunabeheereenheden of wildbeheereenheden, aan andere samenwerkingsverbanden van personen, of aan personen opdracht geven om, in afwijking van het bepaalde bij of krachtens de ","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'aan', ' ', 'faunabeheereenheden', ' ', 'of', ' ', 'wildbeheereenheden', ', ', 'aan', ' ', 'andere', ' ', 'samenwerkingsverbanden', ' ', 'van', ' ', 'personen', ', ', 'of', ' ', 'aan', ' ', 'personen', ' ', 'opdracht', ' ', 'geven', ' ', 'om', ', ', 'in', ' ', 'afwijking', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'de', ' ']"
213,"gedeputeerde staten kunnen ten aanzien van één of meer van de door hen krachtens het eerste lid aangewezen personen of groepen van personen bepalen dat zij, ter uitvoering van de opdracht, bedoeld in het eerste lid:","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'ten', ' ', 'aanzien', ' ', 'van', ' éé', 'n', ' ', 'of', ' ', 'meer', ' ', 'van', ' ', 'de', ' ', 'door', ' ', 'hen', ' ', 'krachtens', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'aangewezen', ' ', 'personen', ' ', 'of', ' ', 'groepen', ' ', 'van', ' ', 'personen', ' ', 'bepalen', ' ', 'dat', ' ', 'zij', ', ', 'ter', ' ', 'uitvoering', ' ', 'van', ' ', 'de', ' ', 'opdracht', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ':']"
214,gedeputeerde staten kunnen bepalen wat met de ingevolge het eerste lid bemachtigde dieren gebeurt.,"['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'bepalen', ' ', 'wat', ' ', 'met', ' ', 'de', ' ', 'ingevolge', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'bemachtigde', ' ', 'dieren', ' ', 'gebeurt', '.']"
215,"het eerste tot en met derde lid, met uitzondering van de tweede volzin van het eerste lid, zijn van overeenkomstige toepassing op het beperken van de omvang van populaties van dieren die zijn aan te merken als exoten of van verwilderde dieren.","['het', ' ', 'eerste', ' ', 'tot', ' ', 'en', ' ', 'met', ' ', 'derde', ' ', 'lid', ', ', 'met', ' ', 'uitzondering', ' ', 'van', ' ', 'de', ' ', 'tweede', ' ', 'volzin', ' ', 'van', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'zijn', ' ', 'van', ' ', 'overeenkomstige', ' ', 'toepassing', ' ', 'op', ' ', 'het', ' ', 'beperken', ' ', 'van', ' ', 'de', ' ', 'omvang', ' ', 'van', ' ', 'populaties', ' ', 'van', ' ', 'dieren', ' ', 'die', ' ', 'zijn', ' ', 'aan', ' ', 'te', ' ', 'merken', ' ', 'als', ' ', 'exoten', ' ', 'of', ' ', 'van', ' ', 'verwilderde', ' ', 'dieren', '.']"
216,"onze minister wijst soorten invasieve exoten aan die in het belang van de bescherming van de wilde flora, de wilde fauna of de instandhouding van natuurlijke habitats worden bestreden.","['onze', ' ', 'minister', ' ', 'wijst', ' ', 'soorten', ' ', 'invasieve', ' ', 'exoten', ' ', 'aan', ' ', 'die', ' ', 'in', ' ', 'het', ' ', 'belang', ' ', 'van', ' ', 'de', ' ', 'bescherming', ' ', 'van', ' ', 'de', ' ', 'wilde', ' ', 'flora', ', ', 'de', ' ', 'wilde', ' ', 'fauna', ' ', 'of', ' ', 'de', ' ', 'instandhouding', ' ', 'van', ' ', 'natuurlijke', ' ', 'habitats', ' ', 'worden', ' ', 'bestreden', '.']"
217,"gedeputeerde staten dragen er zorg voor dat in hun provincie het aantal van de invasieve exoten, bedoeld in het eerste lid, zoveel mogelijk wordt teruggebracht.","['gedeputeerde', ' ', 'staten', ' ', 'dragen', ' ', 'er', ' ', 'zorg', ' ', 'voor', ' ', 'dat', ' ', 'in', ' ', 'hun', ' ', 'provincie', ' ', 'het', ' ', 'aantal', ' ', 'van', ' ', 'de', ' ', 'invasieve', ' ', 'exoten', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'zoveel', ' ', 'mogelijk', ' ', 'wordt', ' ', 'teruggebracht', '.']"
218,"de aanwijzing, bedoeld in het eerste lid, vindt plaats in overeenstemming met de gedeputeerde staten, bedoeld in het tweede lid.","['de', ' ', 'aanwijzing', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'vindt', ' ', 'plaats', ' ', 'in', ' ', 'overeenstemming', ' ', 'met', ' ', 'de', ' ', 'gedeputeerde', ' ', 'staten', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', '.']"
219,"gedeputeerde staten kunnen aan personen of samenwerkingsverbanden van personen opdracht geven tot het terugbrengen van het aantal planten van bij de opdracht aangeduide soorten, aangewezen krachtens het eerste lid, of ter uitvoering van de verordening, genoemd in ","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'aan', ' ', 'personen', ' ', 'of', ' ', 'samenwerkingsverbanden', ' ', 'van', ' ', 'personen', ' ', 'opdracht', ' ', 'geven', ' ', 'tot', ' ', 'het', ' ', 'terugbrengen', ' ', 'van', ' ', 'het', ' ', 'aantal', ' ', 'planten', ' ', 'van', ' ', 'bij', ' ', 'de', ' ', 'opdracht', ' ', 'aangeduide', ' ', 'soorten', ', ', 'aangewezen', ' ', 'krachtens', ' ', 'het', ' ', 'eerste', ' ', 'lid', ',\xa0', 'of', ' ', 'ter', ' ', 'uitvoering', ' ', 'van', ' ', 'de', ' ', 'verordening', ', ', 'genoemd', ' ', 'in', ' ']"
220,in afwijking van de ,"['in', ' ', 'afwijking', ' ', 'van', ' ', 'de', ' ']"
221,wild als bedoeld in het eerste lid zijn in het wild levende dieren van de volgende soorten:,"['wild', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'zijn', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ' ', 'van', ' ', 'de', ' ', 'volgende', ' ', 'soorten', ':']"
222,"de jachthouder doet datgene wat een goed jachthouder betaamt om een redelijke stand van de in zijn jachtveld aanwezige wild als bedoeld in het tweede lid te handhaven, dan wel, bij het ontbreken daarvan, te bereiken, en om schade door in zijn jachtveld aanwezig wild als bedoeld in het tweede lid te voorkomen.","['de', ' ', 'jachthouder', ' ', 'doet', ' ', 'datgene', ' ', 'wat', ' ', 'een', ' ', 'goed', ' ', 'jachthouder', ' ', 'betaamt', ' ', 'om', ' ', 'een', ' ', 'redelijke', ' ', 'stand', ' ', 'van', ' ', 'de', ' ', 'in', ' ', 'zijn', ' ', 'jachtveld', ' ', 'aanwezige', ' ', 'wild', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'te', ' ', 'handhaven', ', ', 'dan', ' ', 'wel', ', ', 'bij', ' ', 'het', ' ', 'ontbreken', ' ', 'daarvan', ', ', 'te', ' ', 'bereiken', ', ', 'en', ' ', 'om', ' ', 'schade', ' ', 'door', ' ', 'in', ' ', 'zijn', ' ', 'jachtveld', ' ', 'aanwezig', ' ', 'wild', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'te', ' ', 'voorkomen', '.']"
223,het eerste lid is van overeenkomstige toepassing op:,"['het', ' ', 'eerste', ' ', 'lid', ' ', 'is', ' ', 'van', ' ', 'overeenkomstige', ' ', 'toepassing', ' ', 'op', ':']"
224,het is verboden bij de uitoefening van de jacht gebruik te maken van andere middelen dan:,"['het', ' ', 'is', ' ', 'verboden', ' ', 'bij', ' ', 'de', ' ', 'uitoefening', ' ', 'van', ' ', 'de', ' ', 'jacht', ' ', 'gebruik', ' ', 'te', ' ', 'maken', ' ', 'van', ' ', 'andere', ' ', 'middelen', ' ', 'dan', ':']"
225,"het is verboden zich ter uitoefening van de jacht in het veld te bevinden met andere middelen dan die, bedoeld in het eerste lid. degene die zich in het veld bevindt met voor de jacht geoorloofde middelen als bedoeld in het eerste lid, of met andere middelen waarmee kan worden gejaagd, wordt geacht zich daarmee ter uitoefening van de jacht in het veld te bevinden, tenzij het tegendeel blijkt.","['het', ' ', 'is', ' ', 'verboden', ' ', 'zich', ' ', 'ter', ' ', 'uitoefening', ' ', 'van', ' ', 'de', ' ', 'jacht', ' ', 'in', ' ', 'het', ' ', 'veld', ' ', 'te', ' ', 'bevinden', ' ', 'met', ' ', 'andere', ' ', 'middelen', ' ', 'dan', ' ', 'die', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', '. ', 'degene', ' ', 'die', ' ', 'zich', ' ', 'in', ' ', 'het', ' ', 'veld', ' ', 'bevindt', ' ', 'met', ' ', 'voor', ' ', 'de', ' ', 'jacht', ' ', 'geoorloofde', ' ', 'middelen', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'of', ' ', 'met', ' ', 'andere', ' ', 'middelen', ' ', 'waarmee', ' ', 'kan', ' ', 'worden', ' ', 'gejaagd', ', ', 'wordt', ' ', 'geacht', ' ', 'zich', ' ', 'daarmee', ' ', 'ter', ' ', 'uitoefening', ' ', 'van', ' ', 'de', ' ', 'jacht', ' ', 'in', ' ', 'het', ' ', 'veld', ' ', 'te', ' ', 'bevinden', ', ', 'tenzij', ' ', 'het', ' ', 'tegendeel', ' ', 'blijkt', '.']"
226,"het is verboden de jacht uit te oefenen met gebruikmaking van het geweer binnen de bij besluit van de gemeenteraad vastgestelde grenzen van de bebouwde kom, of in de onmiddellijk aan de bebouwde kom grenzende terreinen.","['het', ' ', 'is', ' ', 'verboden', ' ', 'de', ' ', 'jacht', ' ', 'uit', ' ', 'te', ' ', 'oefenen', ' ', 'met', ' ', 'gebruikmaking', ' ', 'van', ' ', 'het', ' ', 'geweer', ' ', 'binnen', ' ', 'de', ' ', 'bij', ' ', 'besluit', ' ', 'van', ' ', 'de', ' ', 'gemeenteraad', ' ', 'vastgestelde', ' ', 'grenzen', ' ', 'van', ' ', 'de', ' ', 'bebouwde', ' ', 'kom', ', ', 'of', ' ', 'in', ' ', 'de', ' ', 'onmiddellijk', ' ', 'aan', ' ', 'de', ' ', 'bebouwde', ' ', 'kom', ' ', 'grenzende', ' ', 'terreinen', '.']"
227,bij of krachtens algemene maatregel van bestuur worden ter uitvoering van het bepaalde bij of krachtens de benelux-overeenkomst regels gesteld over de uitoefening van de jacht en het vervoer en in de handel brengen van wild.,"['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'worden', ' ', 'ter', ' ', 'uitvoering', ' ', 'van', ' ', 'het', ' ', 'bepaalde', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'de', ' ', 'benelux', '-', 'overeenkomst', ' ', 'regels', ' ', 'gesteld', ' ', 'over', ' ', 'de', ' ', 'uitoefening', ' ', 'van', ' ', 'de', ' ', 'jacht', ' ', 'en', ' ', 'het', ' ', 'vervoer', ' ', 'en', ' ', 'in', ' ', 'de', ' ', 'handel', ' ', 'brengen', ' ', 'van', ' ', 'wild', '.']"
